,body,cites_papers
2288,"ElNio,  LaNia, and the global  sea level budget",[13515092]
2289,"A new tetrapod ichnotaxon from Botucatu Formation, Lower Cretaceous  Neocomian , Brazil, with comments on fossil",[13519500]
2290,"Here is my first 2017 paper with Pedro Buck, Bernardo Peixoto, Luciana  and Marcelo Fernandes  Publicando no futuro!",[13519500]
2291,"Here is my first 2017 paper with Pedro Buck, Bernardo Peixoto, Luciana  and Marcelo Fernandes  Publicando no futuro! htt",[13519500]
2292,"WOW!! New tetrapod ichnotaxon from Botucatu Formation, Brazil, w/comments on fossil track preservation     FossilFriday  ichnology",[13519500]
2293,"WOW!! New tetrapod ichnotaxon from Botucatu Formation, Brazil, w/comments on fossil track preservation     FossilFriday",[13519500]
2294,"FossilFriday ""new tetrapod ichnotaxon from Brazil, w/comments on  fossil track preservation on inclined planes and  local paleoecology""",[13519500]
2295,"A new tetrapod ichnotaxon from Brazil, with comments on  fossil track preservation   et al",[13519500]
2296,Brasilichnium saltatorium  small mammal-like creatures hopping across the Botucatu paleodesert,[13519500]
2297,Auroral evidence of radial transport at Jupiter during January 2014  lra  leicester,[13528180]
2298,Planetary period oscillations in Saturn's magnetosphere  Coalescence and  lra  leicester,[13528182]
2299,"New review of  massextinctions and how we might better understand them  Open Access so pls share, enjoy, criticise",[13566034]
2300,This looks fascinating  Good counterweight to the 'dark matter killed the dinosaurs' view on things,[13566034]
2301,Great review article on the planet's major mass extinctions from one of the top experts,[13566034]
2302,New  GEESresearch review paper,[13566034]
2303,Did you reference this in,[13566034]
2304,"New review of  massextinctions and how we might better understand them  Open Access so pls share, enjoy, criticise  ",[13566034]
2305,Study of biotic crises in the  pre-Cenozoic  Phanerozoic implies volcanism might be driver of high extinction rates,[13566034]
2306,On the causes of mass extinctions,[13566034]
2307,On causes of mass extinctions  OA,[13566034]
2308,On the causes of mass extinctions  ScienceDirect  environment,[13566034]
2309,Different causes of massa extinction of life in the past - an array of mechanisms,[13566034]
2310,"You can get the whole issue of Palaeogeography, Palaeoclimatology, Palaeoecology on global extinction here for free",[13566034]
2311,"You can get the whole issue of Palaeogeography, Palaeoclimatology, Palaeoecology on global extinction here for free  ",[13566034]
2312,Our  GEESresearch featured in  's NY Times article on the Permian extinction,[13566034]
2313,Hull's Earth science research is gaining recognition on international ground   geology,[13566034]
2314,"Really interesting article, great work!",[13566034]
2315,On the causes of mass extinctions - ScienceDirect via,[13566034]
2316,Research by our Dr David Bond and  colleagues is featured in the NY Times    GEESresearch,[13566034]
2317,I recommend latest review paper,[13566034]
2318,Our  GEESresearch featured in  's NY Times article on the Permian extinction  ,[13566034]
2319,Hot paper from Palaeontology  journal! Researchers Uncover Details Behind Dinosaur-Era Birds Feathers -read in full,[13578506]
2320,First enantiornithine reported to preserve iridescent melanosome morphologies  birds  dinosaurs,[13578506]
2321,The plumage and colouration of an enantiornithine bird from the early cretaceous of china,[13578506]
2322,Our new paper on ornamental plumage of an immature enantiornithine is out!,[13578506]
2323,Our shiny new paper on shiny iridescent enantiornithine,[13578506]
2324,"Beautiful plumage! Bird feathers and their pigmentation, from the age of dinosaurs",[13578506]
2325,The plumage and colouration of an enantiornithine bird from the Early Cretaceous of China,[13578506]
2326,The plumage and colouration of an enantiornithine bird from the Early Cretaceous of China HT,[13578506]
2327,The plumage and colouration of an enantiornithine bird from the Early Cretaceous of China HT  ,[13578506]
2328,Hot paper from Palaeontology  journal! Researchers Uncover Details Behind Dinosaur-Era Birds Feathers -read in full ,[13578506]
2329,The plumage and colouration of an enantiornithine bird from the early cretaceous of china - Peteya - 2016 -,[13578506]
2330,Hot paper from Palaeontology journal! Researchers Uncover Details Behind Dinosaur-Era Birds Feathers - read in full,[13578506]
2331,The plumage and colors of an immature bohaiornithid enantiornithine!  birds  dinosaurs,[13578506]
2332,Peteya et al    The plumage and colouration of an enantiornithine bird from the early cretaceous of china,[13578506]
2333,Our new paper on ornamental plumage of an immature enantiornithine is out!     ,[13578506]
2334,Iridescent and ornamental feathers in  fossil enantiornithine bird from Cretaceous of China,[13578506]
2335,Cretaceous flight in colour,[13578506]
2336,120 million year old dino-bird had colourful plumage and could fly  Science is cool,[13578506]
2337,Lovely plumage,[13578506]
2338,Plumage and  colouration of an enantiornithine  bird from Early Cretaceous of  China via    FossilFriday  OA,[13578506]
2339,Plumage and  colouration of an enantiornithine  bird from Early Cretaceous of  China via  ,[13578506]
2340,Hot paper from Palaeontology journal! Researchers Uncover Details Behind Dinosaur-Era Birds Feathers - read in full ,[13578506]
2341,Happy  chinesenewyear- to celebrate here's a colourful  Palaeontology paper on a Chinese bird  yearoftherooster  OA,[13578506]
2342,New  First species of Enantiornithes from Sihedang elucidates skeletal development in E  Cretaceous enantiornithines,[13589268]
2343,"Is it enantiornithine day? A new species, Monoenantiornis sihedangia   birds  dinosaurs",[13589268]
2344,First species of Enantiornithes from Sihedang elucidates skeletal development in Early Cretaceous enantiornithines ,[13589268]
2345,"New Enantiornithine theropod, Monoenantiornis, from the Yixian Formation in China",[13589268]
2346,New  First species of Enantiornithes from Sihedang elucidates skeletal development in E  Cretaceous enantiornithines ht,[13589268]
2347,1st sp  of E  Cretaceous Sihedang Enantiornithine shows skeletal development of the group    - v,[13589268]
2348,First species of Enantiornithes from Sihedang elucidates skeletal development in Early Cretaceous enantiornithines,[13589268]
2349,Extensive anoxic event in Triassic of S  China Block  ,[13614231]
2350,OS Revisiting Tropical Instability Wave Variability in the Atlantic Ocean using SODA reanalysis,[13619502]
2351,Oceanography OS  Revisiting Tropical Instability Wave Variability in the Atlantic Ocean using SODA reanalysis,[13619502]
2352,Tafonoma de los mamferos del Mioceno de Somosaguas  con   y ms,[13626006]
2353,"Taphonomy of mammalian fossil bones from the Middle Miocene debris-flow deposits of Somosaguas  Madrid, Spain",[13626006]
2354,"OS Sub-basin-scale sea level budgets from satellite altimetry, Argo floats and satellite gravimetry  a case study",[13642825]
2355,"Oceanography OS  Sub-basin-scale sea level budgets from satellite altimetry, Argo floats and satellite gravimetry",[13642825]
2356,CPD  discussionpaper Record of Oman margin upwelling indicates persistent solar forcing of ISM after early Holocene,[13684766]
2357,Decadal resolution record of Oman margin upwelling indicates persistent solar forcing of the Indian summer monsoon,[13684766]
2358,CP Decadal resolution record of Oman margin upwelling indicates persistent solar forcing of the Indian summer mon,[13684766]
2359,Explaining high-diversity death assemblages  ,[13721591]
2360,New online  Evolutionary trends and  biostrat  application of new Cenomanian alveolinoids from Natih Formation of Oman,[13742989]
2361,"FossilFriday Cenomanian alveolinoid Reichelia magna, one of many forams recently described from the Oman Mountains",[13742989]
2362,Read the full text in    foraminifera,[13742989]
2363,"FossilFriday Cenomanian alveolinoid Reichelia magna, one of many forams recently described from the Oman Mountains htt",[13742989]
2364,"New research published in the latest issue of  , free download  forams   evolution  biostratigraphy",[13742989]
2365,"New research published in the latest issue of  , free download  forams   evolution",[13742989]
2366,OS A stable Faroe Bank Channel overflow 19952015,[13750889]
2367,Oceanography OS  A stable Faroe Bank Channel overflow 19952015,[13750889]
2368,Palaeoceanographic changes in N E  Indian Ocean during M  Miocene inferred from C and  O isotopes of foram fossils  ,[13776329]
2369,"Elegestolepisand  its kin, earliest monodontode chondrichthyans    - v",[13802041]
2370,Pliocene mekosuchine from Lake Eyre Basin of S  Australia    - v,[13802356]
2371,The paper's in JVP,[13802356]
2372,New lungfish from Late Triassic of S  America    - v,[13835733]
2373,Oceanography OS  Inorganic and organic geochemical fingerprinting of sediment sources  and ocean circulation on a,[13852315]
2374,OS Inorganic and organic geochemical fingerprinting of sediment sources  and ocean circulation on a complex conti,[13852315]
2375,CP Tropical forcing of increased Southern Ocean climate variability revealed by a  140-year  subantarctic  temper,[13853471]
2376,CPD  discussion Tropical forcing of increased SOcean climate var revealed by 140yr subantarctic temperate recon,[13853471]
2377,Tropical forcing of increased Southern Ocean climate variability revealed by a 140-year subantarctic temperate,[13853471]
2378,Subantarctic Dracophyllum tree rings reveal tropical forcing of increased Southern Ocean climate variability,[13853471]
2379,Tropical forcing of increased Southern Ocean climate variability revealed by a 140-year subantarctic   NERCpapers,[13853471]
2380,"Prof  Turney also discussed a cool new 140-yr tree ring record from the southern ocean, deets  amos2017",[13853471]
2381,CP Holocene evolution of the North Atlantic subsurface transport,[13862827]
2382,CPD  discussionpaper Holocene evolution of the North Atlantic subsurface transport,[13862827]
2383,Holocene evolution of the North Atlantic subsurface transport,[13862827]
2384,Molecular and microstructural analysis of an Eocene  putative parrot  feather,[13868489]
2385,"Another study testing fossil melanosomes  Yes, melanosomes, again! How many times do we need to beat the dead horse?",[13868489]
2386,Very nice work from Geology Department at  lunduniversity,[13868489]
2387,Very nice work from Geology Department at  lunduniversity   ,[13868489]
2388,"Another study testing fossil melanosomes  Yes, melanosomes, again! How many times do we need to beat the dead horse? ",[13868489]
2389,X-ray and SEM analysis of 54 myr old  fossil bird feather reveals pigment cells similar to those of modern parrots,[13868489]
2390,Re-Os ID of glide faulting and  precise ages for correlation from U  Jurassic S W  Barents Sea  ,[13876454]
2391,Development and evaluation of a system of proxy data assimilation for paleoclimate reconstruction,[13877577]
2392,CPD  discussionpaper Development and  evaluation of a system of proxy dataassimilation for paleoclimate reconstruction,[13877577]
2393,CP Development and evaluation of a system of proxy data assimilation for paleoclimate reconstruction,[13877577]
2394,New D-paper  Development and evaluation of a system of proxy data assimilation for paleoclimate reconstruction,[13877577]
